department_id,day_of_week,hour_of_day,duration_hours,task_id,is_anomaly
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,9,4.76,Entrega del Equipo,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,10,1.36,Especificar Servidores,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,9,4.01,Subir Borrador,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,10,5.16,Inicio de la solicitud,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,12,6.93,Autorización Gerencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,16,3.45,Iniciar Baja,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,15,6.29,Firma Director,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,0,18,7.9,Iniciar Baja,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,13,1.04,Validar Elegibilidad,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,13,3.68,Registrar Recibos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,12,2.71,Procesar Transferencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,12,3.65,Validar Elegibilidad,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,16,5.7,Especificar Licencia,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,12,2.31,Solicitar Adelanto,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,9,5.49,Entrega del Equipo,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,15,4.03,Evaluación Técnica,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,16,2.83,Especificar Licencia,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,11,1.76,Validar Capacitación,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,16,7.48,Reunión Bienvenida,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,4,10,3.16,Inicio de la solicitud,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,8,0.57,Aprobación del manager,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,10,2.84,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,13,2.23,Detallar Curso,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,14,5.75,Habilitar Permisos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,8,1.74,Entrega del Equipo,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,9,2.9,Aprobar Presupuesto,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,9,2.1,Solicitar Adelanto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,8,5.49,Procesar Transferencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,10,4.57,Revisión Gerencial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,15,2.94,Instalar Licencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,9,2.12,Consolidar Gastos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,15,7.67,Validar Comercial,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,11,6.23,Revisión Contable,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,12,6.8,Verificar Factura,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,17,4.33,Autoevaluación,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,14,7.71,Validar Capacitación,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,15,3.67,Entrega del Equipo,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,17,6.31,Consolidación de RRHH,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,4,13,3.44,Inicio de la solicitud,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,17,6.21,Revisión de Seguridad,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,17,2.98,Entrega del Equipo,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,16,5.1,Validar Comercial,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,10,5.57,Enviar solicitud de vacaciones,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,16,5.41,Consolidación de RRHH,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,8,3.18,Aprobación Costos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,16,1.44,Enviar solicitud de vacaciones,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,10,2.64,Firma Director,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,13,4.87,Detallar Curso,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,8,5.05,Setup Tecnológico,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,18,1.86,Verificar Factura,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,14,6.54,Especificar Servidores,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,8,4.39,Habilitar Permisos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,4,8,5.53,Registrar Recibos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,17,0.9,Reunión Bienvenida,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,16,3.67,Validar Comercial,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,13,5.44,Especificar Licencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,8,4.42,Consolidar Gastos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,14,4.21,Aprobación del manager,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,9,6.65,Entrega del Equipo,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,11,4.91,Aprobación Presupuesto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,6,18,3.38,Setup Tecnológico,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,18,5.18,Firma Director,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,17,5.53,Entrega del Equipo,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,9,2.95,Inicio de la solicitud,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,11,1.34,Pago de Liquidación,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,8,4.51,Aprobación del manager,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,9,2.39,Verificar Stock,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,17,7.56,Feedback de Manager,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,18,6.06,Validar Comercial,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,13,4.34,Reunión Bienvenida,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,11,1.3,Aprobación Presupuesto,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,12,4.98,Procesar Transferencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,8,2.03,Feedback de Manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,14,3.24,Detallar Curso,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,17,5.35,Inicio del Proceso,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,11,1.07,Revisión Gerencial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,14,1.6,Enviar solicitud de vacaciones,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,18,5.56,Autorización Gerencia,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,13,4.94,Pago de Liquidación,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,8,5.76,Dispersión de Fondos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,18,1.21,Presentar Requerimiento,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,16,0.57,Autorización Gerencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,18,3.37,Especificar Licencia,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,8,4.56,Autoevaluación,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,17,4.23,Especificar Licencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,15,7.17,Registrar Recibos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,9,0.91,Procesar Transferencia,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,13,4.81,Autoevaluación,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,9,1.5,Inicio de la solicitud,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,16,4.78,Revisión Gerencial,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,16,7.63,Instalar Licencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,10,5.46,Inicio del Proceso,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,10,1.14,Enviar solicitud de vacaciones,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,13,7.47,Inicio del Proceso,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,13,7.23,Presentar Requerimiento,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,11,7.13,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,11,7.94,Dispersión de Fondos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,13,6.75,Autoevaluación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,11,4.86,Revisión Contable,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,17,5.93,Instalar Licencia,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,11,4.45,Consolidar Gastos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,8,6.91,Validar Comercial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,17,2.76,Feedback de Manager,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,9,5.49,Revisión de Seguridad,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,10,4.55,Habilitar Permisos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,17,7.46,Enviar solicitud de vacaciones,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,13,5.9,Presentar Requerimiento,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,17,6.32,Entrega del Equipo,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,16,0.79,Autorización Gerencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,16,0.69,Detallar Curso,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,16,4.37,Revisión de Seguridad,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,16,5.24,Revisión de Seguridad,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,14,6.86,Aprobación Presupuesto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,12,7.44,Presentar Requerimiento,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,0,18,2.1,Firma Director,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,10,2.27,Validar Elegibilidad,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,10,6.47,Habilitar Permisos,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,11,0.84,Aprobar Presupuesto,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,13,3.91,Firma Director,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,9,6.76,Subir Borrador,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,8,5.08,Registrar Recibos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,12,2.84,Autorización Gerencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,15,5.3,Aprobación Costos,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,16,2.26,Subir Borrador,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,11,3.09,Reunión Bienvenida,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,13,4.36,Enviar solicitud de vacaciones,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,8,2.9,Inicio del Proceso,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,2,12,2.63,Autoevaluación,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,16,5.6,Validar Elegibilidad,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,18,5.06,Aprobar Presupuesto,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,14,5.96,Especificar Servidores,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,8,7.89,Iniciar Baja,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,14,3.49,Cerrar Accesos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,18,4.55,Validar Elegibilidad,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,13,7.32,Feedback de Manager,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,10,4.43,Subir Borrador,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,4,10,2.8,Presentar Requerimiento,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,14,1.04,Cerrar Accesos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,16,2.05,Autoevaluación,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,4,11,2.58,Firma Director,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,0,15,1.31,Aprobación Costos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,16,0.78,Subir Borrador,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,10,0.69,Feedback de Manager,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,17,3.59,Solicitar Adelanto,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,17,3.16,Firma Director,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,12,6.55,Cerrar Accesos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,13,0.95,Consolidar Gastos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,13,5.5,Instalar Licencia,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,15,5.07,Subir Borrador,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,13,0.62,Aprobación de Pago,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,14,3.92,Consolidar Gastos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,12,6.66,Autoevaluación,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,15,7.99,Revisión Contable,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,9,0.84,Pago de Liquidación,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,8,7.7,Dispersión de Fondos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,12,0.91,Enviar solicitud de vacaciones,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,9,6.2,Solicitar Adelanto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,8,7.69,Consolidación de RRHH,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,17,7.99,Validar Elegibilidad,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,13,3.07,Iniciar Baja,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,13,7.12,Aprobación Costos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,14,2.09,Consolidar Gastos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,12,1.01,Preparar Firma,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,14,3.0,Inicio del Proceso,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,17,7.6,Aprobar Presupuesto,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,14,2.06,Autoevaluación,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,16,7.09,Aprobación Costos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,2,15,3.8,Aprobación del manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,9,2.11,Revisión de Seguridad,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,12,3.57,Verificar Stock,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,13,2.23,Autorización Gerencia,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,9,3.09,Solicitar Adelanto,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,10,0.9,Habilitar Permisos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,16,0.6,Validar Comercial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,14,6.54,Aprobación Costos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,16,1.07,Preparar Firma,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,18,4.17,Validar Elegibilidad,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,16,4.42,Especificar Licencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,15,2.64,Verificar Stock,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,12,2.67,Revisión Gerencial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,11,1.26,Validación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,17,5.62,Evaluación Técnica,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,12,2.99,Presentar Requerimiento,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,16,2.21,Aprobación de Pago,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,8,2.52,Validar Elegibilidad,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,9,3.12,Validar Comercial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,16,6.52,Firma Director,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,10,2.06,Inicio del Proceso,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,12,1.46,Inicio de la solicitud,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,14,4.88,Solicitar Adelanto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,12,6.42,Solicitar Adelanto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,14,7.76,Validar Capacitación,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,0,15,1.91,Consolidar Gastos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,16,1.65,Aprobación de Pago,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,14,3.61,Reunión Bienvenida,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,6,15,7.01,Validar Capacitación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,8,1.79,Aprobación Presupuesto,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,8,4.54,Validar Comercial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,16,0.67,Revisión Contable,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,15,5.94,Cerrar Accesos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,18,7.76,Aprobación Presupuesto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,17,6.79,Verificar Factura,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,13,2.24,Dispersión de Fondos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,15,4.03,Presentar Requerimiento,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,17,2.57,Dispersión de Fondos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,15,5.07,Aprobar Presupuesto,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,9,1.21,Verificar Stock,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,11,2.13,Aprobación Presupuesto,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,0,9,5.52,Feedback de Manager,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,10,5.43,Validar Capacitación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,11,2.99,Especificar Licencia,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,0,14,7.57,Revisión Gerencial,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,11,1.12,Inicio del Proceso,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,16,4.05,Especificar Licencia,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,15,1.69,Registrar Recibos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,13,1.93,Validar Elegibilidad,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,16,3.01,Presentar Requerimiento,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,9,1.58,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,9,4.18,Pago de Liquidación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,16,7.95,Detallar Curso,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,8,1.53,Instalar Licencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,14,7.06,Inicio del Proceso,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,8,6.52,Evaluación Técnica,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,17,4.79,Inicio de la solicitud,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,14,5.08,Validar Comercial,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,11,6.3,Feedback de Manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,17,5.56,Instalar Licencia,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,10,4.68,Verificar Factura,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,15,6.23,Inicio del Proceso,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,13,6.63,Aprobación Costos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,16,6.1,Setup Tecnológico,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,11,4.45,Dispersión de Fondos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,11,5.71,Evaluación Técnica,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,12,4.13,Especificar Licencia,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,18,1.58,Dispersión de Fondos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,17,5.56,Evaluación Técnica,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,18,5.17,Habilitar Permisos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,18,1.6,Aprobación Presupuesto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,9,5.88,Instalar Licencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,18,5.81,Feedback de Manager,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,11,3.56,Aprobación Costos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,10,0.78,Inicio de la solicitud,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,17,6.37,Validar Capacitación,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,10,5.8,Aprobación de Pago,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,14,0.85,Consolidación de RRHH,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,9,4.58,Solicitar Adelanto,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,10,6.17,Enviar solicitud de vacaciones,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,16,5.24,Detallar Curso,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,12,0.8,Setup Tecnológico,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,15,6.58,Dispersión de Fondos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,11,6.29,Revisión Gerencial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,16,2.16,Inicio del Proceso,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,9,7.13,Aprobación de Pago,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,16,2.28,Validar Capacitación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,18,3.46,Presentar Requerimiento,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,13,6.42,Subir Borrador,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,16,1.95,Revisión Contable,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,14,3.64,Autorización Gerencia,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,8,1.64,Revisión Contable,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,14,7.87,Validar Elegibilidad,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,12,2.74,Revisión de Seguridad,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,16,4.55,Pago de Liquidación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,16,5.33,Habilitar Permisos,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,18,6.29,Aprobar Presupuesto,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,13,6.16,Revisión de Seguridad,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,9,3.48,Cerrar Accesos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,2,15,7.01,Pago de Liquidación,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,11,7.91,Validación de RRHH,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,13,7.2,Verificar Stock,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,3,13,4.43,Enviar solicitud de vacaciones,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,4,18,1.23,Aprobación Presupuesto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,18,0.68,Autorización Gerencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,9,4.34,Revisión Gerencial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,9,5.48,Firma Director,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,16,1.34,Inicio de la solicitud,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,15,4.39,Validar Elegibilidad,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,14,1.05,Instalar Licencia,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,8,5.18,Revisión Gerencial,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,17,4.21,Autoevaluación,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,17,5.92,Solicitar Adelanto,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,10,7.11,Consolidación de RRHH,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,0,12,2.87,Inicio del Proceso,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,11,4.82,Registrar Recibos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,16,6.66,Presentar Requerimiento,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,10,0.96,Firma Director,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,15,4.79,Feedback de Manager,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,13,5.3,Revisión de Seguridad,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,0,15,2.36,Aprobar Presupuesto,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,16,2.71,Feedback de Manager,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,8,2.06,Consolidación de RRHH,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,13,6.11,Cerrar Accesos,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,18,7.39,Aprobar Presupuesto,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,16,2.97,Autoevaluación,False
