policy_id,activity_id,employee_id,pending_tasks,completion_hours
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Consolidar Gastos,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,14,14.79
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Presentar Requerimiento,eccb7c0d-52a7-4143-baad-ebee05361b50,15,14.35
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Presentar Requerimiento,2e310583-c106-4f2c-a6c3-c4b12ec30658,1,4.05
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Preparar Firma,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,0,5.14
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Revisión de Seguridad,8490fcc8-7f53-4704-ac48-99b48356b21c,4,4.76
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Entrega del Equipo,e04f861d-b880-4d7f-bf03-59ce8e435929,4,10.34
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Validar Comercial,14791e8e-28e4-4f61-9593-d7a2653d97a3,7,6.62
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Solicitar Adelanto,d9b58f63-b601-433e-9861-2bf2ad90eeb6,2,9.9
000a3793-827e-4616-84f9-0a23863e0a35,Inicio del Proceso,2084f511-720a-4096-80cd-5bc9b91cf5b6,12,11.53
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Presentar Requerimiento,eccb7c0d-52a7-4143-baad-ebee05361b50,6,7.49
439df689-d1cf-41c3-883c-1b7713fe68e5,Feedback de Manager,e1c69265-87e8-417b-b13a-2ae72c53d4e3,7,8.87
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Revisión de Seguridad,2e310583-c106-4f2c-a6c3-c4b12ec30658,2,3.91
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Presentar Requerimiento,8490fcc8-7f53-4704-ac48-99b48356b21c,0,3.54
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Setup Tecnológico,d822aaf2-81c6-4054-b63b-a2bec2d53509,4,4.84
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Autorización Gerencia,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,10,9.36
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Validar Elegibilidad,8490fcc8-7f53-4704-ac48-99b48356b21c,6,6.72
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Firma Director,8490fcc8-7f53-4704-ac48-99b48356b21c,11,12.6
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Revisión Gerencial,2e310583-c106-4f2c-a6c3-c4b12ec30658,5,7.13
439df689-d1cf-41c3-883c-1b7713fe68e5,Solicitar Adelanto,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,5,9.43
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Presentar Requerimiento,db614129-bb28-4b41-8a46-bea1444c388c,12,11.4
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Preparar Firma,2b549288-04a4-4705-bcd0-0332b683df27,10,9.49
000a3793-827e-4616-84f9-0a23863e0a35,Inicio de la solicitud,f615b16b-8fd1-43c9-97c0-a65e08960291,15,13.35
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Cerrar Accesos,14791e8e-28e4-4f61-9593-d7a2653d97a3,6,9.57
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Preparar Firma,c017087e-fcbc-4f47-ae54-78008d243fbf,1,4.25
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Revisión Contable,c017087e-fcbc-4f47-ae54-78008d243fbf,15,16.11
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Verificar Factura,d9b58f63-b601-433e-9861-2bf2ad90eeb6,3,6.15
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Especificar Servidores,d9b58f63-b601-433e-9861-2bf2ad90eeb6,6,11.18
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Inicio de la solicitud,0eea38fa-f85e-4c73-b47b-0a1985db1227,13,14.64
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Aprobación de Pago,bebe41a9-85fc-43f3-a125-5c7f72b0898d,2,7.06
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Enviar solicitud de vacaciones,bebe41a9-85fc-43f3-a125-5c7f72b0898d,9,8.63
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Revisión Contable,f615b16b-8fd1-43c9-97c0-a65e08960291,12,16.1
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Consolidación de RRHH,f65f0bd7-27f5-4b8c-9641-94729f51744a,1,5.5
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Detallar Curso,db614129-bb28-4b41-8a46-bea1444c388c,14,13.04
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Cerrar Accesos,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,10,16.18
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Especificar Licencia,c017087e-fcbc-4f47-ae54-78008d243fbf,10,13.56
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Inicio de la solicitud,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,3,5.26
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Entrega del Equipo,e1c69265-87e8-417b-b13a-2ae72c53d4e3,11,11.84
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Preparar Firma,c017087e-fcbc-4f47-ae54-78008d243fbf,8,8.64
6720c739-1916-432b-b392-e698dcfd8112,Presentar Requerimiento,2e310583-c106-4f2c-a6c3-c4b12ec30658,8,11.06
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Especificar Licencia,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,2,7.23
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Validar Capacitación,f615b16b-8fd1-43c9-97c0-a65e08960291,4,5.33
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Dispersión de Fondos,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,4,4.5
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Verificar Factura,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,9,10.32
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Setup Tecnológico,e121cbea-1209-4fe7-ad22-6cf09caf5b95,12,11.8
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Setup Tecnológico,e121cbea-1209-4fe7-ad22-6cf09caf5b95,11,10.31
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Revisión Contable,e121cbea-1209-4fe7-ad22-6cf09caf5b95,0,4.56
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Inicio del Proceso,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,11,10.92
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Instalar Licencia,c017087e-fcbc-4f47-ae54-78008d243fbf,6,6.61
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Registrar Recibos,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,6,6.73
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Validar Capacitación,db614129-bb28-4b41-8a46-bea1444c388c,6,7.69
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Verificar Stock,f65f0bd7-27f5-4b8c-9641-94729f51744a,5,6.75
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Cerrar Accesos,c017087e-fcbc-4f47-ae54-78008d243fbf,13,14.7
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Verificar Factura,14791e8e-28e4-4f61-9593-d7a2653d97a3,12,13.25
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Habilitar Permisos,2e310583-c106-4f2c-a6c3-c4b12ec30658,7,9.71
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Verificar Factura,d9b58f63-b601-433e-9861-2bf2ad90eeb6,13,13.57
6720c739-1916-432b-b392-e698dcfd8112,Validación de RRHH,2e310583-c106-4f2c-a6c3-c4b12ec30658,14,14.84
000a3793-827e-4616-84f9-0a23863e0a35,Pago de Liquidación,d9b58f63-b601-433e-9861-2bf2ad90eeb6,14,13.64
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Aprobación del manager,0eea38fa-f85e-4c73-b47b-0a1985db1227,1,5.11
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Presentar Requerimiento,a9eff785-5679-4a1b-91ef-6ca8712ddd18,1,2.69
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Aprobación Presupuesto,db614129-bb28-4b41-8a46-bea1444c388c,6,8.14
439df689-d1cf-41c3-883c-1b7713fe68e5,Cerrar Accesos,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,0,4.02
439df689-d1cf-41c3-883c-1b7713fe68e5,Presentar Requerimiento,eccb7c0d-52a7-4143-baad-ebee05361b50,14,13.48
000a3793-827e-4616-84f9-0a23863e0a35,Instalar Licencia,eccb7c0d-52a7-4143-baad-ebee05361b50,8,11.8
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Setup Tecnológico,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,10,12.66
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Verificar Factura,14791e8e-28e4-4f61-9593-d7a2653d97a3,10,12.14
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Revisión de Seguridad,d822aaf2-81c6-4054-b63b-a2bec2d53509,13,19.54
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Cerrar Accesos,e121cbea-1209-4fe7-ad22-6cf09caf5b95,14,15.33
000a3793-827e-4616-84f9-0a23863e0a35,Registrar Recibos,e1c69265-87e8-417b-b13a-2ae72c53d4e3,1,7.08
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Consolidación de RRHH,db614129-bb28-4b41-8a46-bea1444c388c,8,9.39
6720c739-1916-432b-b392-e698dcfd8112,Validar Elegibilidad,a9eff785-5679-4a1b-91ef-6ca8712ddd18,10,11.59
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Validación de RRHH,bebe41a9-85fc-43f3-a125-5c7f72b0898d,12,14.69
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Evaluación Técnica,eccb7c0d-52a7-4143-baad-ebee05361b50,0,3.69
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Reunión Bienvenida,2b549288-04a4-4705-bcd0-0332b683df27,7,9.37
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Revisión de Seguridad,2084f511-720a-4096-80cd-5bc9b91cf5b6,7,10.2
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Presentar Requerimiento,8490fcc8-7f53-4704-ac48-99b48356b21c,1,3.52
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Aprobación Presupuesto,2084f511-720a-4096-80cd-5bc9b91cf5b6,15,14.2
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Evaluación Técnica,0eea38fa-f85e-4c73-b47b-0a1985db1227,11,11.06
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Enviar solicitud de vacaciones,2b549288-04a4-4705-bcd0-0332b683df27,11,10.93
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Verificar Factura,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,6,10.15
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Consolidar Gastos,e121cbea-1209-4fe7-ad22-6cf09caf5b95,9,10.01
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Enviar solicitud de vacaciones,db614129-bb28-4b41-8a46-bea1444c388c,9,11.04
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Inicio de la solicitud,bebe41a9-85fc-43f3-a125-5c7f72b0898d,3,7.54
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Presentar Requerimiento,2084f511-720a-4096-80cd-5bc9b91cf5b6,4,8.06
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Procesar Transferencia,f615b16b-8fd1-43c9-97c0-a65e08960291,3,6.74
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Inicio de la solicitud,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,4,6.78
439df689-d1cf-41c3-883c-1b7713fe68e5,Entrega del Equipo,2e310583-c106-4f2c-a6c3-c4b12ec30658,5,5.07
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Consolidación de RRHH,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,6,5.6
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Inicio de la solicitud,2e310583-c106-4f2c-a6c3-c4b12ec30658,10,12.05
439df689-d1cf-41c3-883c-1b7713fe68e5,Validar Capacitación,a9eff785-5679-4a1b-91ef-6ca8712ddd18,10,13.13
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Cerrar Accesos,2084f511-720a-4096-80cd-5bc9b91cf5b6,13,15.34
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Especificar Licencia,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,12,12.16
000a3793-827e-4616-84f9-0a23863e0a35,Autoevaluación,d9b58f63-b601-433e-9861-2bf2ad90eeb6,6,6.43
000a3793-827e-4616-84f9-0a23863e0a35,Aprobación del manager,c017087e-fcbc-4f47-ae54-78008d243fbf,14,16.35
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Habilitar Permisos,2084f511-720a-4096-80cd-5bc9b91cf5b6,4,6.03
000a3793-827e-4616-84f9-0a23863e0a35,Autorización Gerencia,eccb7c0d-52a7-4143-baad-ebee05361b50,12,11.48
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Cerrar Accesos,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,10,11.47
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Aprobación de Pago,e04f861d-b880-4d7f-bf03-59ce8e435929,9,9.76
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Aprobación de Pago,d9b58f63-b601-433e-9861-2bf2ad90eeb6,14,20.17
6720c739-1916-432b-b392-e698dcfd8112,Inicio de la solicitud,d822aaf2-81c6-4054-b63b-a2bec2d53509,15,13.63
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Validar Capacitación,f65f0bd7-27f5-4b8c-9641-94729f51744a,3,5.73
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Aprobación Presupuesto,f65f0bd7-27f5-4b8c-9641-94729f51744a,8,9.29
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Firma Director,e04f861d-b880-4d7f-bf03-59ce8e435929,1,6.81
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Aprobación del manager,2e310583-c106-4f2c-a6c3-c4b12ec30658,3,5.31
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Presentar Requerimiento,8490fcc8-7f53-4704-ac48-99b48356b21c,10,12.38
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Revisión Gerencial,14791e8e-28e4-4f61-9593-d7a2653d97a3,2,3.13
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Revisión Contable,c017087e-fcbc-4f47-ae54-78008d243fbf,12,13.76
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Entrega del Equipo,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,4,7.07
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Feedback de Manager,2e310583-c106-4f2c-a6c3-c4b12ec30658,6,11.63
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Aprobación del manager,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,3,5.57
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Setup Tecnológico,f65f0bd7-27f5-4b8c-9641-94729f51744a,9,9.13
000a3793-827e-4616-84f9-0a23863e0a35,Autorización Gerencia,d822aaf2-81c6-4054-b63b-a2bec2d53509,7,10.66
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Dispersión de Fondos,14791e8e-28e4-4f61-9593-d7a2653d97a3,1,5.39
000a3793-827e-4616-84f9-0a23863e0a35,Pago de Liquidación,e04f861d-b880-4d7f-bf03-59ce8e435929,7,10.59
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Subir Borrador,2b549288-04a4-4705-bcd0-0332b683df27,6,10.52
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Aprobación de Pago,bebe41a9-85fc-43f3-a125-5c7f72b0898d,6,8.03
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Presentar Requerimiento,0eea38fa-f85e-4c73-b47b-0a1985db1227,12,10.88
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Verificar Stock,d9b58f63-b601-433e-9861-2bf2ad90eeb6,10,11.46
6720c739-1916-432b-b392-e698dcfd8112,Reunión Bienvenida,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,8,9.14
6720c739-1916-432b-b392-e698dcfd8112,Detallar Curso,14791e8e-28e4-4f61-9593-d7a2653d97a3,12,15.15
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Especificar Licencia,a9eff785-5679-4a1b-91ef-6ca8712ddd18,1,4.43
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Especificar Servidores,2e310583-c106-4f2c-a6c3-c4b12ec30658,14,13.22
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Revisión Gerencial,2e310583-c106-4f2c-a6c3-c4b12ec30658,10,10.02
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Validar Elegibilidad,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,0,5.62
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Dispersión de Fondos,14791e8e-28e4-4f61-9593-d7a2653d97a3,6,12.51
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Validar Capacitación,d822aaf2-81c6-4054-b63b-a2bec2d53509,4,12.74
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Validar Capacitación,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,15,15.57
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Aprobación de Pago,e121cbea-1209-4fe7-ad22-6cf09caf5b95,5,8.47
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Instalar Licencia,e121cbea-1209-4fe7-ad22-6cf09caf5b95,8,11.5
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Revisión Contable,eccb7c0d-52a7-4143-baad-ebee05361b50,0,6.45
6720c739-1916-432b-b392-e698dcfd8112,Detallar Curso,2e310583-c106-4f2c-a6c3-c4b12ec30658,9,9.05
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Revisión de Seguridad,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,10,10.66
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Autoevaluación,d9b58f63-b601-433e-9861-2bf2ad90eeb6,9,8.4
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Subir Borrador,14791e8e-28e4-4f61-9593-d7a2653d97a3,4,5.59
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Pago de Liquidación,eccb7c0d-52a7-4143-baad-ebee05361b50,1,5.2
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Validación de RRHH,d9b58f63-b601-433e-9861-2bf2ad90eeb6,4,7.79
6720c739-1916-432b-b392-e698dcfd8112,Revisión Contable,bebe41a9-85fc-43f3-a125-5c7f72b0898d,11,10.9
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Autorización Gerencia,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,12,14.54
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Validar Capacitación,2e310583-c106-4f2c-a6c3-c4b12ec30658,5,7.7
6720c739-1916-432b-b392-e698dcfd8112,Registrar Recibos,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,11,14.34
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Inicio del Proceso,eccb7c0d-52a7-4143-baad-ebee05361b50,8,11.0
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Revisión Contable,2e310583-c106-4f2c-a6c3-c4b12ec30658,1,4.99
000a3793-827e-4616-84f9-0a23863e0a35,Detallar Curso,0eea38fa-f85e-4c73-b47b-0a1985db1227,12,14.48
439df689-d1cf-41c3-883c-1b7713fe68e5,Dispersión de Fondos,c017087e-fcbc-4f47-ae54-78008d243fbf,9,10.98
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Revisión Contable,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,2,4.68
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Setup Tecnológico,e04f861d-b880-4d7f-bf03-59ce8e435929,14,16.71
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Verificar Factura,2b549288-04a4-4705-bcd0-0332b683df27,6,6.69
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Autorización Gerencia,d9b58f63-b601-433e-9861-2bf2ad90eeb6,14,17.33
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Validar Capacitación,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,2,6.24
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Dispersión de Fondos,eccb7c0d-52a7-4143-baad-ebee05361b50,7,9.44
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Validar Capacitación,e121cbea-1209-4fe7-ad22-6cf09caf5b95,7,11.15
439df689-d1cf-41c3-883c-1b7713fe68e5,Aprobación de Pago,0eea38fa-f85e-4c73-b47b-0a1985db1227,2,4.66
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Autoevaluación,c017087e-fcbc-4f47-ae54-78008d243fbf,3,6.06
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Aprobar Presupuesto,0eea38fa-f85e-4c73-b47b-0a1985db1227,8,7.79
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Aprobación Costos,d9b58f63-b601-433e-9861-2bf2ad90eeb6,7,12.31
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Aprobación Costos,2e310583-c106-4f2c-a6c3-c4b12ec30658,4,4.46
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Enviar solicitud de vacaciones,f65f0bd7-27f5-4b8c-9641-94729f51744a,6,7.11
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Preparar Firma,bebe41a9-85fc-43f3-a125-5c7f72b0898d,11,13.88
000a3793-827e-4616-84f9-0a23863e0a35,Enviar solicitud de vacaciones,f615b16b-8fd1-43c9-97c0-a65e08960291,9,10.69
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Reunión Bienvenida,db614129-bb28-4b41-8a46-bea1444c388c,2,6.88
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Detallar Curso,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,13,19.12
6720c739-1916-432b-b392-e698dcfd8112,Setup Tecnológico,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,5,7.92
6720c739-1916-432b-b392-e698dcfd8112,Registrar Recibos,db614129-bb28-4b41-8a46-bea1444c388c,9,9.88
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Dispersión de Fondos,e121cbea-1209-4fe7-ad22-6cf09caf5b95,5,11.38
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Iniciar Baja,e04f861d-b880-4d7f-bf03-59ce8e435929,2,6.0
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Validar Elegibilidad,e121cbea-1209-4fe7-ad22-6cf09caf5b95,12,13.89
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Setup Tecnológico,8490fcc8-7f53-4704-ac48-99b48356b21c,8,16.01
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Especificar Servidores,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,13,14.2
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Cerrar Accesos,a9eff785-5679-4a1b-91ef-6ca8712ddd18,7,10.2
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Registrar Recibos,e04f861d-b880-4d7f-bf03-59ce8e435929,3,6.57
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Revisión Contable,f65f0bd7-27f5-4b8c-9641-94729f51744a,15,13.62
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Setup Tecnológico,e1c69265-87e8-417b-b13a-2ae72c53d4e3,0,4.04
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Enviar solicitud de vacaciones,2b549288-04a4-4705-bcd0-0332b683df27,5,7.73
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Iniciar Baja,d822aaf2-81c6-4054-b63b-a2bec2d53509,12,13.67
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Presentar Requerimiento,e04f861d-b880-4d7f-bf03-59ce8e435929,3,7.11
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Validación de RRHH,2084f511-720a-4096-80cd-5bc9b91cf5b6,15,14.2
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Aprobación Costos,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,8,8.12
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Revisión de Seguridad,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,14,13.94
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Cerrar Accesos,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,2,3.5
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Inicio de la solicitud,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,0,3.18
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Setup Tecnológico,d822aaf2-81c6-4054-b63b-a2bec2d53509,11,10.98
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Instalar Licencia,bebe41a9-85fc-43f3-a125-5c7f72b0898d,7,7.88
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Iniciar Baja,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,15,16.05
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Presentar Requerimiento,bebe41a9-85fc-43f3-a125-5c7f72b0898d,10,10.59
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Setup Tecnológico,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,11,12.6
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Revisión Gerencial,e121cbea-1209-4fe7-ad22-6cf09caf5b95,4,6.83
